PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
32634.929433440066,-1710.9457769933706,4623.477940362795,3075.2095401048846,3.3612912319920505,1279.5579106698863,-407.97893008071725,-405.14340449566197,90.69072839918434,1134.3407239252501,-61.59057911517149,9.796477480961586,59.31396880908582,42.62460147496427,-285.6459201815015,-103.97458080260574,-132.76937938371245,42.54274212416652,-4.3440270221232815,-142.6866988625333,-126.34686750702707,5.575930169125875,-245.6691201750201,131.49345944569012,45.72438689187086,-105.73059822241456,-75.83819877839706,142.25273081846478,90.61961080658959,-3.236053539703031,-3.158249310464409,-18.876534175807876,69.6597657338966,45.111664871956364,-16.2773475015755,15.68931219922861,62.24719849456213,-51.51198421168362,22.838177245630966,-55.73100876665939,-18.383242160444674,-16.762891837403544,-43.434444651429445,25.290792815298072,39.933016355433615,-35.44145761934283,-18.438513559378034,37.00439875433264,-9.643862372261616,-52.12147398783565
7285.285621670563,-3791.9287719196836,1417.666335745209,-254.43749041609004,40.13210370307033,102.23180016781802,-151.59813575423107,152.26059099948603,-16.57879882979067,-27.84174942443885,-160.44419539057128,155.76932884066653,-115.77020387018722,-6.037686194366889,-121.41063267601703,-271.7752573819644,-18.415178952600915,-3.89580941859883,25.195758109679538,-92.05946720220979,-60.78945108314884,-46.10645090503199,-36.18306102617281,45.11694347821985,-5.709726563498412,49.73987162375931,76.55004266220634,-72.54311894222741,-80.14453742782241,-11.035680908170924,-11.89812692330926,-36.90117932931399,38.13185550462505,15.23179993068603,-39.541952307244046,-14.144385254542534,16.64242597069395,-32.63126924149373,23.19700227029689,15.150456970184823,-16.18009467929267,-15.61405980622009,6.949579265527283,-12.088395742970597,18.98347148018745,14.820586420282321,-14.891246453263042,11.650180950482726,-16.78881502049424,-0.48926567191471054
-16107.327331370849,-3808.5783507351434,1836.0595823344297,-1964.5893510904912,-737.0620839035988,-35.66680066784651,-421.9031121047123,288.65832736350376,-122.50312749495012,-36.48802502405717,79.9142956729025,-134.2267105736624,-198.06546367162616,-80.02215589466171,29.22292120009151,-57.60925657700499,284.6502435688371,6.797117135051281,5.016414813165647,-28.72500863841003,-17.58886892392804,41.691150327960436,-3.148792807492727,-94.60479855259139,-99.98963608036242,69.15551060618495,86.36347353560062,67.07650121682086,104.827514966913,-39.804322800249395,63.381430391649666,10.172569230858763,-18.718730227980103,-9.153206027740973,43.4279650737144,48.30054214678658,47.870208530976235,-33.45561894575003,-85.5260398740813,18.84457112631729,61.42030528053262,-2.1632769956562363,-18.409984786945834,-5.993875509935228,0.8852648098195508,36.35347538426483,-26.91600476457205,-17.726278277587316,-9.840496153979839,15.020271196828118
-9824.991625022763,-3467.521172100619,-765.7295642240712,-1865.4944429352465,-956.9920789408653,48.73053229345081,-460.0328594807848,1391.3356414952373,116.40480621532394,92.7979741227422,404.42289773027414,477.27458572475064,153.30895146926883,-258.98240411945636,-336.6687845526775,-128.1612213644902,-272.82434422261366,241.82771442039405,-27.028415142704077,255.6323588904849,53.537811760141764,-106.08324217277196,262.6276566384257,4.477929063969786,101.21262776403161,-22.211037721765994,87.37082680774711,32.85875042935926,67.02554322446825,-79.44226364029375,-31.568326954386723,-26.565323934626086,-49.580581739000934,68.14328831714386,26.823989016094252,-4.029616260086215,6.2471183308754705,-87.60433670108175,-15.060893799756371,-0.10217715914455781,19.175412074715904,3.460617260148419,-8.282660544367356,1.8824044432759335,40.94802762408424,-24.614101892095764,21.70271465501023,-45.08058564017336,-15.364775883960599,-11.785009354216012
-7424.259297317408,-3521.655938666816,391.20693100649953,-1026.4633128131181,-352.0304440389387,-417.69377636577894,-131.57381728505382,-591.0848448421156,-314.5054167509601,-22.220590824300587,-75.91193181929667,-541.4844874560162,-420.02865938550394,-86.25877204963683,142.3966471354774,-392.37654130443565,-95.23611223571336,-9.280094682708333,49.37319692880848,-68.5780921258781,85.96510374062498,7.234472131006951,87.77650114927313,-20.986763324716197,71.28971466389832,-44.534768038029775,-50.08150823899252,-20.27975207827523,-33.24787731479712,28.69002083166763,56.63804342248951,-29.146287374466137,-15.495333520578015,8.727100129454717,-48.19308499404126,23.806949334230428,32.02512558603742,-19.833821636289137,-28.028973392910697,-11.96104078800083,-24.50870486675174,-10.6676912261858,-1.0200001584066636,15.87278707017067,-1.9526881304832453,-7.524115804913771,13.628416673758284,-9.61405530872487,-8.107895535073544,18.23609056323184
54950.65332121309,-3886.991761415539,6065.138936469403,3168.022896397384,1913.479897718317,-29.63966903640973,161.98006230436386,105.15309772526078,112.82603941287023,39.59750198345584,-143.2503668553801,113.29167070257566,13.480295964530008,-70.24489637060336,-183.82887677795472,280.87235106520353,1.2863701749950076,-128.64020823061432,-79.42108296189937,50.30459936830459,56.63472582901437,35.249866288818986,-22.526766907210437,50.42915110416798,75.70695082828223,-101.81342979083365,-235.27352038919474,-79.83881168204802,36.68042383460767,-3.6092904217270596,-53.20157323908023,38.445373403563515,8.596405388418354,-41.8532751765028,21.703446818957413,-35.60175822725741,-8.630378987871255,38.0366466669993,-20.47566167998962,-15.781920993653248,14.038321324252939,-5.078141576554697,-6.0842241059386515,-16.60762913030375,-12.765295774076534,2.942679609851922,-18.29186273051335,11.1825134271865,16.797907569310652,-15.085290998647235
-1008.7153315672574,-3888.6852978666143,314.0263873691208,-845.0638587230857,-249.0687934103585,-61.433258431792396,-158.89534063622114,169.76407629261655,-117.34571594003633,-47.86766392233918,367.324052755344,42.18093834475363,35.03392149772702,27.26253663049467,73.45466318341882,93.96592941390193,98.09414202900463,25.45649574370756,3.6361564728516838,30.24997987612003,-97.24452869249885,8.173610866101772,-47.56042765134008,0.7435425580599943,-64.99784862885325,-1.8388112298102572,-17.782050092586726,21.20272937834458,-52.20150597794691,78.02849425945799,15.688709016544335,43.543320778012024,16.196037764009272,-25.23152266649624,-11.160946261913839,-38.69342425791399,14.857398695036421,37.474117186601575,60.85509809342003,-11.487037359563047,1.372382525708145,7.55137979811801,17.328038542289942,28.372015563250777,-8.370426944534236,-21.23788871772438,19.73308929484084,10.84470972379738,21.58171133632877,-23.155043481286622
36767.66585876352,-777.0730960451564,-513.6408697277731,438.2404982161375,120.83611761199633,-32.11321900911731,104.31831366494306,284.53629551676056,81.05263614868635,54.90660014430414,90.61780595289115,2.9460319532439923,-77.24545953013256,-11.46892859622301,158.93437925988073,499.1316588793191,-37.58360073299807,-152.08541611114006,-147.47572351723295,-6.753715741691655,142.34901272087225,61.17716453909422,-36.49226146151279,44.24182171872636,329.91154476186574,-145.88060528320432,-46.18731256456963,-112.86232482605494,-33.463605816264156,-23.342296947221328,-52.98514395717058,22.042649344421125,5.029125781473616,-52.986696587582095,47.2195855704298,40.887010160851894,-42.820250310824356,47.33077488137133,-29.120649402772685,-34.06365243761775,28.254699883416976,31.691273339446212,-10.790223054204615,-1.7204394400708496,-61.491666799593375,-25.63443582521313,23.412790725710263,69.1617681670723,-11.951706437396654,-45.22438135898016
1718.3898295750976,-3341.9376791486006,1813.1480285393275,-828.8631504876015,-337.9261480871933,37.12145415366046,-301.49513971760837,612.7767267278242,68.22293764771598,246.05169320219807,-56.42844166259222,42.85537044318601,-55.13949665450632,-9.276705022782469,51.74131505432533,95.13389134111961,-229.3997264001548,-23.40146628639844,13.904993545878282,-4.758828642261566,-137.23985957168333,-87.0995179539179,-21.016808554620027,112.51051489712975,-234.784680126881,-51.57878026320626,-58.901397966614795,28.927582963017773,-21.03886847941162,-47.33725481739383,70.76292945912338,-49.20797325105509,23.659020427536348,11.77584274011461,-8.528005716901726,-72.44566250643645,40.333690315097876,18.175432586251844,-6.208657410896635,-60.06895563203133,-36.282378085459705,-47.04278659485665,7.8693697099243485,-36.3005656835263,-31.671325416104523,-12.526893260715063,35.598631522159295,46.269987100727576,-5.645741522912524,-9.261640497342999
7338.539026134927,-2652.8173718483067,4597.2597400987515,-820.4625436801622,-155.29804590153472,-55.09366672978678,-320.0563761167339,346.1093583444594,-2.9102747101017394,-21.210899210777086,69.1851585771333,35.448642237539744,59.276868154967204,49.19911267187344,81.81202100934486,-26.294552119943447,-137.0340263700405,65.7808170108534,46.60490815012943,93.16037160019488,-14.896735510950721,-30.89924281618877,46.057384524028045,21.40551078507754,-105.15424423891909,-40.552045477892705,-75.90644062894467,28.324760166353165,-26.93167116817481,-34.13014889031742,51.946259278667945,-20.114952956817653,-9.20339427369879,9.710223296270954,17.839179857659282,23.7492572342568,15.289274773430106,22.23872944685324,-104.63938973425653,60.35679488246634,84.89733995005942,59.22022216664212,-23.680587183957726,-15.446460252000373,6.661299336531296,1.5592164714582322,8.931217749442283,-44.215821657105685,-14.717132165144163,21.609215474355615
31905.32237525323,-1137.6905350325856,-1691.568897788937,304.8884806875125,140.1417444273737,28.165768991589005,242.01920664280203,-586.4454007141156,-118.71165555941323,-110.96646539848267,286.54501841936013,1.1648696689139293,-28.954946809580715,119.61985702915727,195.42348919484076,214.51393569256723,-37.465643581157124,19.429010012333894,-53.67374587483064,-45.67646915565558,-56.7339997980947,-41.77483361882761,56.18203691496202,-58.927780449086576,91.99374175528541,36.444014482045404,118.33428993513496,-11.563757271453232,16.904025221788658,-9.662049858052907,14.580351339775618,-32.33218146188839,1.1915406521742375,30.759171040938284,4.1731719366821745,-3.178011758902993,-1.460263906514044,-32.562278275695526,-18.881688848681552,17.469651599624,27.14655495491348,11.330965820419241,7.590983735240858,23.653482110559636,-26.603484295619726,-2.6440535731751793,-21.216899901151724,-21.07245264891549,-15.926540929666013,8.368059484283808
8608.609839955083,-748.0773424296759,-4911.113482076673,1087.9142449076433,-1496.2615403042544,1227.8819052344147,-375.93376586571077,-178.60669381337556,188.4384041551643,996.2687595650079,-873.8416635632545,1151.3611799831338,-17.69478996884105,878.1516317995352,316.4176555207968,-528.404077499219,-179.48347285669902,-6.344423761357339,-77.97501612229371,-599.7258009023603,-203.31121811465738,-16.444215624834396,-395.29806605300706,102.91547928842425,162.7425593650288,-586.3311886260876,120.78970967700089,266.0741879682819,276.44788759685184,-98.5275493783052,22.26628964081162,-203.71780640187777,-27.638822931745427,12.008484802884343,15.87264641295723,-82.87078355053812,124.1145250347975,-134.13550308653856,66.1388883027607,12.170098677233863,27.0397293738168,-12.385050127788599,-6.303150072773358,59.140251887072424,14.820019966191364,45.148056028152354,-10.448640949632933,28.273200600273505,25.44072728787726,-2.0503807684362965
67777.43165164813,8710.605389255741,408.68022153530177,-1054.598608828952,-1301.4910340699116,-418.8501326257869,197.06277949765203,-88.87206154513062,80.82912963820034,-20.494611195011494,-25.55520830956863,90.68949388646811,65.7373564375151,-54.883730092531266,-141.8717241446949,-156.12332318066623,76.45011088024526,6.441714138411696,25.293977459725593,49.24309068427753,19.94920055980676,-10.164972323968444,-6.889926549737191,46.57434732881983,35.839977946688954,-59.95176079811292,-109.0408844529718,-27.836424170593876,-15.863337988492566,12.753875811050486,11.317063463930031,11.239496542148151,7.691315742442498,33.096558331760036,-5.248495812658918,-14.504330095210635,17.338171009190894,35.08077117340001,5.987514853739401,15.974603308814435,21.214251090561675,3.8726143445890147,-41.59253876833897,-21.619410776445072,15.362981906401789,6.345539610228088,-2.859984112076573,12.488943452007383,22.386891295186746,5.030824845631037
-7241.1763179210075,-4313.681016326597,-798.8340703279666,-1354.6689319911472,-614.3976389341228,116.86739701031358,-382.66491004327446,1252.9155312313062,87.12017551912056,93.3011891366584,265.9538625099874,406.7943538587095,-16.10402951502797,-324.2338586775473,-256.36689599111537,-178.64730970691272,-274.6840144288136,221.16462868244747,34.235303363095326,249.07686019541728,59.93584224174741,-114.34530459771685,265.76244369812355,31.46481961968755,136.47598464663594,-7.115390521297855,36.42448102447746,10.276954457695108,78.60698862595004,-110.39293550109075,3.946609348625624,-2.603253089927042,-20.4208560614926,27.59273661344839,20.442546683172825,-44.18052413308711,60.253510063706344,-73.64878038515188,26.334832501011878,-20.18715562101365,16.611201476051637,41.70995898747484,29.17406611824571,21.447102047337435,29.122335080475047,-7.8066613114563435,11.092519365005707,-31.431212101388592,-16.377024366253284,-9.08140842687866
60622.73205462238,-4752.365822013448,2339.033897947822,3767.6586446146225,2344.344500246445,124.4733977142543,529.6109750413825,-669.1715891623553,31.57740389523318,-34.89290660123788,-35.58986246437634,-39.363553930083455,121.84611526661634,-84.38262692330514,-221.4148408435339,-109.10767913288355,-37.461050361721746,-25.814749243164215,23.992862668360786,55.142055906083804,55.22466297917319,38.55661798954339,22.186982237903443,-31.65223867471991,21.270887954935688,-70.09994017134463,-126.32269269133593,-57.297486204446955,21.15880298552989,-24.03387230172653,11.970098774545416,-3.83730571651731,-9.460453274165358,6.9259353705349955,4.264289467458285,-26.86940816817195,9.894597398239826,-18.85062128996813,-22.089580896482286,-13.919100814651841,16.09280652216131,-0.7684038746293194,24.401755283967983,-3.080873618763019,-1.2093864555575686,18.16694731777717,-12.859830423837478,7.388456031921182,5.778861700838478,-2.1080279641739703
